FRS Z, FRS A, Frag Z, Frag A, Paddle 1, Paddle 2, Paddle 3, Paddle 4, Paddle 5, Paddle 6, Paddle 7, Paddle 8, Paddle 9, Paddle 10, Paddle 11, Paddle 12, Paddle 13, Paddle 14, Paddle 15, Paddle 16, Paddle 17, Paddle 18, Paddle 19, Paddle 20, Paddle 21, Paddle 22, Paddle 23, Paddle 24, Paddle 25, Paddle 26, Paddle 27, Paddle 28, total
16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
16, 30, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 119
16, 31, 0, 0, 0, 1, 4, 2, 7, 7, 8, 16, 26, 28, 34, 81, 466, 1173, 1310, 510, 81, 17, 7, 7, 4, 4, 2, 2, 2, 1, 0, 0, 3800
16, 31, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 79
16, 31, 16, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 579, 636, 385, 50, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1900, 18999
16, 32, 0, 0, 13, 8, 34, 65, 102, 140, 179, 254, 411, 560, 804, 2148, 10224, 22626, 22493, 8638, 1641, 549, 288, 234, 118, 127, 105, 70, 57, 29, 29, 0, 71946
16, 32, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 4, 9, 3, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 25, 249
16, 32, 16, 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 42, 76, 181, 123, 90, 34, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 558, 5579
16, 32, 16, 32, 0, 0, 0, 3, 1, 3, 4, 2, 0, 16, 60, 729, 4671, 6688, 3664, 2981, 639, 84, 28, 16, 6, 7, 8, 4, 6, 2, 1, 0, 19623, 196189
16, 33, 0, 0, 7, 4, 9, 23, 32, 41, 79, 89, 151, 190, 358, 1315, 6310, 12299, 10553, 3773, 841, 319, 197, 131, 68, 83, 80, 50, 35, 23, 18, 0, 37078
16, 33, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0
16, 33, 16, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 7, 9, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 219
16, 33, 16, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 22, 43, 32, 51, 24, 13, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 199, 1989
16, 33, 16, 33, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 35, 652, 3349, 3772, 1788, 862, 332, 69, 22, 12, 3, 7, 4, 2, 0, 0, 0, 0, 10913, 109130
16, 34, 0, 0, 0, 0, 0, 1, 3, 3, 1, 7, 15, 6, 22, 114, 432, 725, 545, 170, 63, 14, 7, 16, 3, 3, 5, 7, 2, 0, 3, 0, 2167
16, 34, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0
16, 34, 16, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 34, 16, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
16, 34, 16, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 1, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 209
16, 34, 16, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 273, 319, 148, 112, 24, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 950, 9500
16, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 16, 16, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 46
16, 35, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 35, 16, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
