FRSZ,FRSA,FragZ,FragA,FRSZcentre,FRSZsigma,FRSAQcentre,FRSAQsigma,FragZcentre,FragZsigma,FragAQcentre,FragAQsigma
20,49,20,48,20,0.111,2.45,0.00134,20.0873,0.139555,2.41441,0.00916845
20,49,20,49,20,0.111,2.45,0.00134,20.0873,0.139555,2.44997,0.00909837
20,50,20,38,20,0.111,2.5,0.00134,20.0873,0.139555,1.9042,0.0149228
20,50,20,39,20,0.111,2.5,0.00134,20.0873,0.139555,1.94993,0.0144687
20,50,20,40,20,0.111,2.5,0.00134,20.0873,0.139555,1.99881,0.0147823
20,50,20,41,20,0.111,2.5,0.00134,20.0873,0.139555,2.05,0.0149995
20,50,20,42,20,0.111,2.5,0.00134,20.0873,0.139555,2.0991,0.0100614
20,50,20,43,20,0.111,2.5,0.00134,20.0873,0.139555,2.16474,0.0143496
20,50,20,44,20,0.111,2.5,0.00134,20.0873,0.139555,2.21684,0.0149223
20,50,20,45,20,0.111,2.5,0.00134,20.0873,0.139555,2.26813,0.0148656
20,50,20,46,20,0.111,2.5,0.00134,20.0873,0.139555,2.3125,0.0149235
20,50,20,47,20,0.111,2.5,0.00134,20.0873,0.139555,2.35759,0.0149995
20,50,20,48,20,0.111,2.5,0.00134,20.0873,0.139555,2.41067,0.00916845
20,50,20,49,20,0.111,2.5,0.00134,20.0873,0.139555,2.44797,0.00909837
20,50,20,50,20,0.111,2.5,0.00134,20.0873,0.139555,2.49573,0.0116186
20,51,20,38,20,0.111,2.55,0.00134,20.0873,0.139555,1.9042,0.0149228
20,51,20,39,20,0.111,2.55,0.00134,20.0873,0.139555,1.94993,0.0144687
20,51,20,40,20,0.111,2.55,0.00134,20.0873,0.139555,1.99881,0.0147823
20,51,20,41,20,0.111,2.55,0.00134,20.0873,0.139555,2.05,0.0149995
20,51,20,42,20,0.111,2.55,0.00134,20.0873,0.139555,2.10476,0.0100614
20,51,20,43,20,0.111,2.55,0.00134,20.0873,0.139555,2.15002,0.0143496
20,51,20,44,20,0.111,2.55,0.00134,20.0873,0.139555,2.20025,0.0149223
20,51,20,45,20,0.111,2.55,0.00134,20.0873,0.139555,2.25415,0.0148656
20,51,20,46,20,0.111,2.55,0.00134,20.0873,0.139555,2.298,0.0149235
20,51,20,47,20,0.111,2.55,0.00134,20.0873,0.139555,2.3544,0.0149995
20,51,20,48,20,0.111,2.55,0.00134,20.0873,0.139555,2.4147,0.00916845
20,51,20,49,20,0.111,2.55,0.00134,20.0873,0.139555,2.4495,0.00909837
20,51,20,50,20,0.111,2.55,0.00134,20.0873,0.139555,2.48557,0.0149964
20,51,20,51,20,0.111,2.55,0.00134,20.0873,0.139555,2.54242,0.010836
20,52,20,38,20,0.111,2.6,0.00134,20.0873,0.139555,1.9042,0.0149228
20,52,20,39,20,0.111,2.6,0.00134,20.0873,0.139555,1.94993,0.0144687
20,52,20,40,20,0.111,2.6,0.00134,20.0873,0.139555,1.99881,0.0147823
20,52,20,41,20,0.111,2.6,0.00134,20.0873,0.139555,2.05,0.0149995
20,52,20,42,20,0.111,2.6,0.00134,20.0873,0.139555,2.10476,0.0100614
20,52,20,43,20,0.111,2.6,0.00134,20.0873,0.139555,2.15002,0.0143496
20,52,20,44,20,0.111,2.6,0.00134,20.0873,0.139555,2.20025,0.0149223
20,52,20,45,20,0.111,2.6,0.00134,20.0873,0.139555,2.25415,0.0148656
20,52,20,46,20,0.111,2.6,0.00134,20.0873,0.139555,2.30442,0.0149235
20,52,20,47,20,0.111,2.6,0.00134,20.0873,0.139555,2.35745,0.0149995
20,52,20,48,20,0.111,2.6,0.00134,20.0873,0.139555,2.40333,0.00916845
20,52,20,49,20,0.111,2.6,0.00134,20.0873,0.139555,2.4495,0.00909837
20,52,20,50,20,0.111,2.6,0.00134,20.0873,0.139555,2.49537,0.0149964
20,52,20,51,20,0.111,2.6,0.00134,20.0873,0.139555,2.54156,0.010836
20,52,20,52,20,0.111,2.6,0.00134,20.0873,0.139555,2.58833,0.0111999
