FRSZ,FRSA,FragZ,FragA,FRSZcentre,FRSZsigma,FRSAQcentre,FRSAQsigma,FragZcentre,FragZsigma,FragAQcentre,FragAQsigma
20,41,20,34,20,0.111,2.05,0.00134,20.1454,0.1505,1.69711,0.015
20,41,20,35,20,0.111,2.05,0.00134,20.1454,0.1505,1.75,0.015
20,41,20,36,20,0.111,2.05,0.00134,20.1454,0.1505,1.79569,0.015
20,41,20,37,20,0.111,2.05,0.00134,20.1454,0.1505,1.85124,0.015
20,41,20,38,20,0.111,2.05,0.00134,20.1454,0.1505,1.92823,0.000500053
20,41,20,39,20,0.111,2.05,0.00134,20.1454,0.1505,1.9511,0.00672
20,41,20,40,20,0.111,2.05,0.00134,20.1454,0.1505,2.0085,0.00759764
20,41,20,41,20,0.111,2.05,0.00134,20.1454,0.1505,2.05174,0.00734151
20,42,20,33,20,0.111,2.1,0.00134,20.1454,0.1505,1.66,0.015
20,42,20,34,20,0.111,2.1,0.00134,20.1454,0.1505,1.69711,0.015
20,42,20,35,20,0.111,2.1,0.00134,20.1454,0.1505,1.75,0.015
20,42,20,36,20,0.111,2.1,0.00134,20.1454,0.1505,1.79569,0.015
20,42,20,37,20,0.111,2.1,0.00134,20.1454,0.1505,1.85124,0.015
20,42,20,38,20,0.111,2.1,0.00134,20.1454,0.1505,1.90924,0.015
20,42,20,39,20,0.111,2.1,0.00134,20.1454,0.1505,1.95584,0.015
20,42,20,40,20,0.111,2.1,0.00134,20.1454,0.1505,2.00223,0.00672
20,42,20,41,20,0.111,2.1,0.00134,20.1454,0.1505,2.05083,0.00740024
20,42,20,42,20,0.111,2.1,0.00134,20.1454,0.1505,2.09661,0.00928284
20,43,20,33,20,0.111,2.15,0.00134,20.1454,0.1505,1.66,0.015
20,43,20,34,20,0.111,2.15,0.00134,20.1454,0.1505,1.69711,0.015
20,43,20,35,20,0.111,2.15,0.00134,20.1454,0.1505,1.75,0.015
20,43,20,36,20,0.111,2.15,0.00134,20.1454,0.1505,1.79569,0.015
20,43,20,37,20,0.111,2.15,0.00134,20.1454,0.1505,1.85124,0.015
20,43,20,38,20,0.111,2.15,0.00134,20.1454,0.1505,1.90924,0.015
20,43,20,39,20,0.111,2.15,0.00134,20.1454,0.1505,1.95584,0.015
20,43,20,40,20,0.111,2.15,0.00134,20.1454,0.1505,2.00897,0.00672
20,43,20,41,20,0.111,2.15,0.00134,20.1454,0.1505,2.05079,0.00672
20,43,20,42,20,0.111,2.15,0.00134,20.1454,0.1505,2.10025,0.00923983
20,43,20,43,20,0.111,2.15,0.00134,20.1454,0.1505,2.14416,0.00780237
20,44,20,33,20,0.111,2.2,0.00134,20.1454,0.1505,1.66,0.015
20,44,20,34,20,0.111,2.2,0.00134,20.1454,0.1505,1.69711,0.015
20,44,20,35,20,0.111,2.2,0.00134,20.1454,0.1505,1.75,0.015
20,44,20,36,20,0.111,2.2,0.00134,20.1454,0.1505,1.79569,0.015
20,44,20,37,20,0.111,2.2,0.00134,20.1454,0.1505,1.85124,0.015
20,44,20,38,20,0.111,2.2,0.00134,20.1454,0.1505,1.90924,0.015
20,44,20,39,20,0.111,2.2,0.00134,20.1454,0.1505,1.95584,0.015
20,44,20,40,20,0.111,2.2,0.00134,20.1454,0.1505,2.00338,0.015
20,44,20,41,20,0.111,2.2,0.00134,20.1454,0.1505,2.05092,0.015
20,44,20,42,20,0.111,2.2,0.00134,20.1454,0.1505,2.09519,0.015
20,44,20,43,20,0.111,2.2,0.00134,20.1454,0.1505,2.14428,0.015
20,44,20,44,20,0.111,2.2,0.00134,20.1454,0.1505,2.18536,0.00666403
