FRS Z, FRS A, Frag Z, Frag A, Paddle 1, Paddle 2, Paddle 3, Paddle 4, Paddle 5, Paddle 6, Paddle 7, Paddle 8, Paddle 9, Paddle 10, Paddle 11, Paddle 12, Paddle 13, Paddle 14, Paddle 15, Paddle 16, Paddle 17, Paddle 18, Paddle 19, Paddle 20, Paddle 21, Paddle 22, Paddle 23, Paddle 24, Paddle 25, Paddle 26, Paddle 27, Paddle 28, total
16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 36, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2147483648
16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 49, 22, 4, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 90
16, 37, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
16, 37, 16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 589
16, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 1, 8, 42, 585, 1998, 1205, 163, 80, 68, 61, 46, 50, 28, 29, 1, 4, 0, 4374
16, 38, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 3, 9, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 33, 329
16, 38, 16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 14, 22, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 48, 480
16, 38, 16, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 461, 1597, 951, 46, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3086, 30859
16, 39, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 4, 4, 6, 9, 34, 250, 2111, 6930, 3723, 464, 233, 215, 187, 183, 128, 91, 90, 17, 15, 0, 14702
