FRS Z, FRS A, Frag Z, Frag A, Paddle 1, Paddle 2, Paddle 3, Paddle 4, Paddle 5, Paddle 6, Paddle 7, Paddle 8, Paddle 9, Paddle 10, Paddle 11, Paddle 12, Paddle 13, Paddle 14, Paddle 15, Paddle 16, Paddle 17, Paddle 18, Paddle 19, Paddle 20, Paddle 21, Paddle 22, Paddle 23, Paddle 24, Paddle 25, Paddle 26, Paddle 27, Paddle 28, total, total3, total_ratio 2sigma-3sigma
17, 41, 17, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 34, 75, 261, 600, 832, 244, 42, 7, 0, 1, 1, 1, 0, 2111, 2717, 0.77696
17, 41, 17, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 22, 142, 539, 1191, 1440, 864, 127, 4, 5, 3, 1, 2, 1, 0, 4347, 5444, 0.798494
17, 41, 17, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 135, 886, 2066, 2241, 936, 207, 33, 9, 4, 1, 6, 2, 3, 0, 6555, 9192, 0.71312
17, 41, 17, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30, 1865, 35221, 118420, 120741, 24339, 973, 125, 81, 90, 73, 50, 24, 11, 10, 0, 302054, 352861, 0.856014
17, 42, 0, 0, 0, 0, 1, 4, 3, 6, 34, 30, 76, 58, 113, 180, 515, 3411, 40141, 114952, 103540, 26808, 9622, 8740, 8323, 7527, 6904, 5290, 4085, 1265, 1025, 0, 342653,0 ,0
17, 42, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6, 24, 117, 245, 479, 310, 66, 35, 4, 1, 2, 0, 0, 1292, 1682, 0.768133
17, 42, 16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 5, 9, 18, 125, 284, 371, 407, 201, 46, 7, 1, 1, 1, 0, 0, 1478, 1929, 0.7662
17, 42, 16, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 35, 168, 380, 512, 375, 220, 63, 7, 3, 0, 2, 0, 2, 0, 1781, 2250, 0.791556
17, 42, 16, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 39, 138, 359, 442, 325, 102, 38, 4, 2, 3, 2, 0, 0, 0, 0, 1467, 1860, 0.78871
17, 42, 16, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 152, 463, 545, 335, 97, 20, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1645, 2024, 0.812747
17, 42, 16, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 45, 138, 187, 79, 20, 2, 3, 0, 0, 0, 1, 1, 0, 1, 0, 0, 480, 592, 0.810811
17, 42, 16, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 0.7
17, 42, 17, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 3, 9, 21, 30, 208, 378, 402, 65, 15, 3, 2, 0, 1149, 1415, 0.812014
17, 42, 17, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 12, 13, 19, 85, 333, 349, 208, 22, 0, 2, 0, 0, 1059, 1349, 0.785026
17, 42, 17, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 16, 36, 118, 330, 251, 184, 65, 2, 3, 1, 0, 0, 1037, 1411, 0.73494
17, 42, 17, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 28, 70, 295, 612, 740, 329, 41, 6, 1, 1, 0, 0, 0, 2132, 2691, 0.792271
17, 42, 17, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 12, 85, 385, 847, 944, 487, 116, 19, 5, 0, 1, 1, 2, 0, 2908, 3682, 0.789788
17, 42, 17, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8, 21, 178, 859, 1756, 1609, 637, 147, 34, 7, 4, 3, 4, 7, 5, 0, 5282, 7555, 0.69914
17, 42, 17, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 40, 1782, 31801, 91222, 79861, 14408, 653, 135, 96, 93, 80, 50, 31, 22, 6, 0, 220283, 257278, 0.856206
17, 43, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 20, 4, 24, 41, 143, 1185, 12930, 33743, 25288, 6146, 2575, 2276, 2160, 2062, 1959, 1628, 1339, 489, 394, 0, 94424,0 ,0
17, 43, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9, 15, 57, 65, 54, 33, 8, 1, 0, 0, 0, 244, 327, 0.746177
17, 43, 16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 26, 45, 87, 89, 43, 11, 2, 0, 0, 0, 0, 308, 405, 0.760494
17, 43, 16, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 14, 45, 88, 122, 103, 71, 17, 3, 0, 0, 0, 0, 0, 467, 597, 0.782245
17, 43, 16, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 12, 50, 80, 108, 87, 42, 16, 1, 0, 0, 0, 0, 2, 0, 402, 527, 0.762808
17, 43, 16, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 16, 67, 138, 179, 97, 31, 13, 2, 0, 0, 0, 1, 0, 0, 0, 550, 675, 0.814815
17, 43, 16, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 35, 68, 89, 42, 18, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 264, 332, 0.795181
17, 43, 16, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 74, 74, 49, 9, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 251, 0.928287
17, 43, 16, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1
17, 43, 17, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 6, 29, 49, 80, 30, 22, 9, 5, 0, 236, 311, 0.758842
17, 43, 17, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 5, 4, 53, 91, 84, 42, 0, 1, 1, 0, 286, 341, 0.83871
17, 43, 17, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 2, 10, 39, 47, 91, 56, 6, 2, 0, 0, 0, 258, 335, 0.770149
17, 43, 17, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 5, 21, 59, 140, 123, 50, 16, 1, 0, 0, 0, 0, 421, 558, 0.75448
17, 43, 17, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 26, 75, 126, 172, 84, 31, 0, 0, 2, 0, 2, 0, 531, 691, 0.768452
17, 43, 17, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 43, 137, 255, 270, 128, 42, 6, 2, 0, 2, 0, 0, 0, 890, 1163, 0.765262
17, 43, 17, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54, 288, 519, 406, 162, 47, 4, 1, 1, 2, 1, 2, 2, 0, 1496, 2127, 0.703338
17, 43, 17, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 671, 10419, 26834, 19350, 3029, 145, 68, 25, 33, 8, 4, 1, 3, 7, 0, 60609, 70723, 0.856991
17, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 2, 7, 83, 944, 2053, 1294, 331, 130, 130, 135, 131, 112, 105, 81, 40, 30, 0, 5613,0 ,0
17, 44, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 4, 3, 2, 2, 0, 0, 0, 16, 20, 0.8
17, 44, 16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 6, 5, 3, 1, 0, 0, 0, 0, 18, 25, 0.72
17, 44, 16, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 2, 2, 4, 2, 1, 0, 0, 0, 0, 0, 17, 33, 0.515152
17, 44, 16, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 7, 6, 7, 4, 0, 0, 0, 0, 0, 0, 0, 27, 33, 0.818182
17, 44, 16, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 5, 6, 5, 5, 1, 0, 0, 0, 0, 0, 0, 0, 27, 36, 0.75
17, 44, 16, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 30, 0.633333
17, 44, 16, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 9, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 33, 0.969697
17, 44, 16, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1
17, 44, 16, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -nan
17, 44, 17, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 2, 3, 0, 0, 10, 17, 0.588235
17, 44, 17, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3, 6, 8, 0, 0, 0, 0, 20, 24, 0.833333
17, 44, 17, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7, 1, 0, 0, 0, 0, 12, 23, 0.521739
17, 44, 17, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 2, 1, 0, 0, 0, 10, 15, 0.666667
17, 44, 17, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 7, 6, 5, 1, 0, 0, 0, 0, 0, 24, 31, 0.774194
17, 44, 17, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 6, 15, 8, 4, 0, 0, 0, 0, 0, 0, 43, 57, 0.754386
17, 44, 17, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 14, 7, 6, 2, 1, 0, 0, 0, 0, 0, 0, 39, 62, 0.629032
17, 44, 17, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 25, 54, 25, 11, 1, 0, 1, 0, 0, 1, 0, 0, 0, 128, 176, 0.727273
17, 44, 17, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58, 769, 1633, 949, 154, 6, 3, 2, 0, 0, 1, 0, 0, 1, 0, 3577, 4114, 0.86947
17, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36, 33, 23, 6, 4, 7, 1, 2, 2, 3, 0, 2, 1, 0, 122,0 ,0
17, 45, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1
17, 45, 16, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -nan
17, 45, 16, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
17, 45, 16, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
17, 45, 16, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -nan
